1403637133538319104,1.98282,-0.79048,-0.36876,0.55590,-0.16063,-0.80936,-0.10051,0.10769,0.23411,-0.09560,-0.09634,0.17174,0.17802,-0.02300,0.12590,0.05708
1403637133638319104,1.99343,-0.75108,-0.35532,0.56454,-0.16793,-0.80119,-0.10579,0.07511,0.41282,0.31946,-0.15289,0.32254,0.18640,-0.02300,0.12590,0.05708
1403637133738318848,1.99615,-0.71356,-0.30215,0.57747,-0.17143,-0.79051,-0.11065,-0.00420,0.30956,0.68089,-0.06283,0.37071,0.11380,-0.02300,0.12590,0.05708
1403637133838319104,2.00159,-0.67863,-0.24045,0.58792,-0.17034,-0.78242,-0.11463,0.10303,0.30486,0.46658,0.02094,0.19059,0.07889,-0.02300,0.12590,0.05708
1403637133938318848,2.01964,-0.64609,-0.20485,0.58900,-0.16925,-0.78117,-0.11919,0.18894,0.29596,0.38672,-0.10053,-0.00698,0.00559,-0.02300,0.12590,0.05708
1403637134038319104,2.03231,-0.62783,-0.15595,0.58628,-0.16726,-0.78350,-0.12010,0.11804,0.19562,0.56475,-0.03840,-0.05655,0.03491,-0.02300,0.12590,0.05708
1403637134138319104,2.04570,-0.60555,-0.09826,0.58299,-0.16630,-0.78643,-0.11834,0.16805,0.31230,0.58822,0.01676,-0.09355,0.06493,-0.02300,0.12590,0.05708
1403637134238318848,2.05300,-0.58376,-0.02516,0.57913,-0.16342,-0.79045,-0.11445,-0.04738,0.05338,0.87266,0.15080,-0.09983,0.11729,-0.02300,0.12590,0.05708
1403637134338319104,2.04805,-0.57818,0.05699,0.57313,-0.16120,-0.79543,-0.11322,-0.06842,0.00321,0.76810,0.02234,-0.15638,0.10751,-0.02300,0.12590,0.05708
1403637134438318848,2.05278,-0.57181,0.09846,0.56214,-0.16240,-0.80337,-0.11053,0.04257,-0.19042,0.00869,0.14800,-0.37071,0.23736,-0.02300,0.12590,0.05708
1403637134538319104,2.06775,-0.58647,0.05247,0.54564,-0.16839,-0.81485,-0.09968,0.19000,-0.16976,-0.82793,0.05236,-0.40841,0.24853,-0.02300,0.12590,0.05708
1403637134638319104,2.09366,-0.58834,-0.05292,0.53140,-0.17227,-0.82397,-0.09489,0.24093,0.01106,-1.19767,-0.04677,-0.23597,0.03840,-0.02300,0.12590,0.05708
1403637134738318848,2.11016,-0.59984,-0.18630,0.52403,-0.16747,-0.82949,-0.09641,0.07531,-0.32042,-1.45767,0.06912,-0.07400,-0.06283,-0.02300,0.12590,0.05708
1403637134838319104,2.11696,-0.64202,-0.33800,0.52364,-0.16177,-0.83132,-0.09239,0.12857,-0.42795,-1.56695,0.14102,0.02094,0.03211,-0.02300,0.12590,0.05708
1403637134938318848,2.12920,-0.68187,-0.47690,0.52437,-0.15892,-0.83185,-0.08833,0.10641,-0.32203,-1.14608,0.06074,0.01885,0.05655,-0.02300,0.12590,0.05708
1403637135038319104,2.13284,-0.70337,-0.55512,0.52586,-0.15778,-0.83113,-0.08829,-0.03541,-0.16793,-0.49169,0.00977,0.10542,0.05864,-0.02300,0.12590,0.05708
1403637135138319104,2.13903,-0.70280,-0.59695,0.52874,-0.15679,-0.82921,-0.09093,0.11198,0.07716,-0.33997,-0.10472,0.08796,-0.08378,-0.02300,0.12590,0.05708
1403637135238318848,2.15875,-0.68566,-0.62501,0.53144,-0.15559,-0.82654,-0.10096,0.19054,0.15559,-0.09900,-0.10681,0.19059,-0.04189,-0.02300,0.12590,0.05708
1403637135338319104,2.16353,-0.66620,-0.58498,0.54061,-0.15650,-0.81978,-0.10586,-0.10822,0.31902,0.98167,-0.08378,0.31486,0.04887,-0.02300,0.12590,0.05708
1403637135438318848,2.13912,-0.61521,-0.42867,0.55542,-0.16012,-0.80817,-0.11278,-0.32680,0.62634,1.98885,-0.14731,0.46286,0.07610,-0.02300,0.12590,0.05708
1403637135538319104,2.10632,-0.55379,-0.21719,0.57120,-0.16277,-0.79531,-0.12131,-0.26695,0.56221,2.03524,-0.12287,0.37490,0.04887,-0.02300,0.12590,0.05708
1403637135638319104,2.08330,-0.50463,-0.02483,0.58302,-0.16487,-0.78578,-0.12435,-0.18970,0.44261,1.79565,-0.02932,0.23667,0.13963,-0.02300,0.12590,0.05708
1403637135738318848,2.06157,-0.48243,0.13114,0.58911,-0.16822,-0.78072,-0.12301,-0.11457,0.23948,1.23833,-0.10891,0.06283,0.17593,-0.02300,0.12590,0.05708
1403637135838319104,2.05392,-0.47038,0.21448,0.58720,-0.17251,-0.78106,-0.12406,-0.00937,0.10995,0.44046,-0.08308,-0.06912,0.07610,-0.02300,0.12590,0.05708
1403637135938318848,2.06361,-0.45904,0.22420,0.58276,-0.17550,-0.78360,-0.12475,0.08844,0.10538,-0.32408,-0.12147,-0.09844,0.04677,-0.02300,0.12591,0.05708
1403637136038319104,2.07503,-0.45111,0.16043,0.57614,-0.17669,-0.78727,-0.13057,0.07977,-0.03085,-0.89252,-0.07959,-0.09983,-0.08168,-0.02300,0.12591,0.05708
1403637136138319104,2.08899,-0.44579,0.04996,0.56976,-0.17357,-0.79154,-0.13680,0.18991,0.04827,-1.35993,-0.01326,-0.11100,-0.00279,-0.02300,0.12591,0.05708
