1403637133538319104,1.96284,-0.80716,-0.33489,0.56644,-0.15262,-0.80392,-0.09781,0.09507,0.24934,-0.03347,-0.09634,0.17174,0.17802,-0.02300,0.12590,0.05708
1403637133638319104,1.97660,-0.76043,-0.32065,0.57484,-0.16176,-0.79522,-0.10495,0.06739,0.42571,0.38360,-0.15289,0.32254,0.18640,-0.02300,0.12590,0.05708
1403637133738318848,1.98115,-0.72087,-0.26678,0.58763,-0.16582,-0.78422,-0.11042,-0.00772,0.32065,0.74541,-0.06283,0.37071,0.11380,-0.02300,0.12590,0.05708
1403637133838319104,1.98771,-0.68555,-0.20469,0.59799,-0.16493,-0.77594,-0.11458,0.09612,0.31865,0.52902,0.02094,0.19059,0.07889,-0.02300,0.12590,0.05708
1403637133938318848,2.00591,-0.65291,-0.16903,0.59905,-0.16393,-0.77464,-0.11917,0.17445,0.31424,0.44738,-0.10053,-0.00698,0.00559,-0.02300,0.12590,0.05708
1403637134038319104,2.01835,-0.63473,-0.12029,0.59634,-0.16197,-0.77700,-0.12005,0.10252,0.21439,0.62476,-0.03840,-0.05655,0.03491,-0.02300,0.12590,0.05708
1403637134138319104,2.03142,-0.61252,-0.06272,0.59308,-0.16100,-0.77997,-0.11822,0.15176,0.33106,0.64777,0.01676,-0.09355,0.06493,-0.02300,0.12590,0.05708
1403637134238318848,2.03837,-0.59084,0.01026,0.58927,-0.15810,-0.78404,-0.11427,-0.06224,0.07094,0.93202,0.15080,-0.09983,0.11729,-0.02300,0.12590,0.05708
1403637134338319104,2.03288,-0.58532,0.09220,0.58333,-0.15587,-0.78909,-0.11296,-0.08622,0.02199,0.82720,0.02234,-0.15638,0.10751,-0.02300,0.12590,0.05708
1403637134438318848,2.03675,-0.57864,0.13323,0.57241,-0.15709,-0.79719,-0.11025,0.02024,-0.16825,0.06479,0.14800,-0.37071,0.23736,-0.02300,0.12590,0.05708
1403637134538319104,2.05044,-0.59296,0.08642,0.55599,-0.16303,-0.80897,-0.09926,0.16522,-0.14522,-0.77334,0.05236,-0.40841,0.24853,-0.02300,0.12590,0.05708
1403637134638319104,2.07532,-0.59452,-0.01971,0.54180,-0.16688,-0.81835,-0.09440,0.21858,0.03371,-1.14150,-0.04677,-0.23597,0.03840,-0.02300,0.12590,0.05708
1403637134738318848,2.09144,-0.60582,-0.15356,0.53442,-0.16214,-0.82395,-0.09598,0.05741,-0.30125,-1.39966,0.06912,-0.07400,-0.06283,-0.02300,0.12590,0.05708
1403637134838319104,2.09851,-0.64790,-0.30556,0.53393,-0.15650,-0.82581,-0.09203,0.11264,-0.41022,-1.50815,0.14102,0.02094,0.03211,-0.02300,0.12590,0.05708
1403637134938318848,2.11114,-0.68741,-0.44472,0.53455,-0.15378,-0.82635,-0.08805,0.08814,-0.30286,-1.08788,0.06074,0.01885,0.05655,-0.02300,0.12590,0.05708
1403637135038319104,2.11517,-0.70846,-0.52309,0.53595,-0.15283,-0.82562,-0.08811,-0.05225,-0.14943,-0.43241,0.00977,0.10542,0.05864,-0.02300,0.12590,0.05708
1403637135138319104,2.12191,-0.70731,-0.56505,0.53871,-0.15213,-0.82364,-0.09087,0.09325,0.09648,-0.28086,-0.10472,0.08796,-0.08378,-0.02300,0.12590,0.05708
1403637135238318848,2.14211,-0.68959,-0.59314,0.54133,-0.15127,-0.82090,-0.10103,0.17425,0.17286,-0.03858,-0.10681,0.19059,-0.04189,-0.02300,0.12590,0.05708
1403637135338319104,2.14781,-0.66987,-0.55298,0.55037,-0.15243,-0.81402,-0.10598,-0.12044,0.33415,1.04365,-0.08378,0.31486,0.04887,-0.02300,0.12590,0.05708
1403637135438318848,2.12465,-0.61889,-0.39632,0.56503,-0.15627,-0.80223,-0.11288,-0.33334,0.63864,2.05305,-0.14731,0.46286,0.07610,-0.02300,0.12590,0.05708
1403637135538319104,2.09310,-0.55779,-0.18452,0.58067,-0.15917,-0.78917,-0.12126,-0.27315,0.57454,2.09892,-0.12287,0.37490,0.04887,-0.02300,0.12590,0.05708
1403637135638319104,2.07109,-0.50873,0.00805,0.59236,-0.16137,-0.77950,-0.12428,-0.19707,0.45565,1.85852,-0.02932,0.23667,0.13963,-0.02300,0.12590,0.05708
1403637135738318848,2.04990,-0.48653,0.16401,0.59836,-0.16476,-0.77441,-0.12291,-0.12591,0.25509,1.29990,-0.10891,0.06283,0.17593,-0.02300,0.12590,0.05708
1403637135838319104,2.04213,-0.47431,0.24723,0.59644,-0.16909,-0.77479,-0.12394,-0.02345,0.12756,0.50096,-0.08308,-0.06912,0.07610,-0.02300,0.12590,0.05708
1403637135938318848,2.05173,-0.46227,0.25682,0.59201,-0.17224,-0.77736,-0.12476,0.07333,0.12384,-0.26403,-0.12147,-0.09844,0.04677,-0.02300,0.12591,0.05708
1403637136038319104,2.06275,-0.45397,0.19292,0.58544,-0.17353,-0.78107,-0.13065,0.06420,-0.01243,-0.83266,-0.07959,-0.09983,-0.08168,-0.02300,0.12591,0.05708
1403637136138319104,2.07656,-0.44796,0.08228,0.57907,-0.17063,-0.78535,-0.13707,0.17329,0.06651,-1.30033,-0.01326,-0.11100,-0.00279,-0.02300,0.12591,0.05708
1403637136238318848,2.09248,-0.46356,-0.07471,0.57248,-0.16672,-0.79119,-0.13599,0.16920,-0.31486,-1.72012,0.13893,-0.17314,0.03421,-0.02300,0.12591,0.05708
1403637136338319104,2.11468,-0.50774,-0.26180,0.56481,-0.16117,-0.79903,-0.12866,0.21428,-0.57701,-1.81502,0.25621,-0.21084,-0.00908,-0.02300,0.12591,0.05708
1403637136438318848,2.13570,-0.57966,-0.43977,0.55685,-0.15684,-0.80753,-0.11495,0.13682,-0.83543,-1.56377,0.28274,-0.25831,0.16546,-0.02300,0.12591,0.05708
1403637136538319104,2.15571,-0.64456,-0.57898,0.54681,-0.15689,-0.81619,-0.10107,0.16148,-0.53883,-0.97164,0.18361,-0.28623,0.20106,-0.02300,0.12591,0.05708
1403637136638319104,2.17589,-0.68681,-0.65753,0.53470,-0.15984,-0.82514,-0.08768,0.18756,-0.30539,-0.47141,0.14382,-0.35116,0.19687,-0.02300,0.12591,0.05708
1403637136738318848,2.19909,-0.70482,-0.68239,0.51889,-0.16466,-0.83505,-0.07953,0.24672,-0.00749,0.04582,-0.09495,-0.44401,0.16127,-0.02300,0.12591,0.05708
1403637136838319104,2.22778,-0.68417,-0.64862,-0.49682,0.17491,0.84606,0.08225,0.29323,0.52264,0.74830,-0.34139,-0.45658,0.11868,-0.02300,0.12591,0.05708
1403637136938318848,2.24954,-0.63347,-0.54432,-0.47783,0.18680,0.85401,0.08636,0.21304,0.61176,1.23962,-0.17383,-0.33091,0.18989,-0.02300,0.12591,0.05708
1403637137038319104,2.27086,-0.58788,-0.42562,-0.46184,0.19354,0.86150,0.08402,0.20315,0.33382,1.15268,-0.03840,-0.38816,0.12287,-0.02300,0.12591,0.05708
1403637137138319104,2.29122,-0.57027,-0.33076,-0.44406,0.20037,0.86968,0.07952,0.07382,-0.12840,0.79487,-0.02513,-0.40003,0.15289,-0.02300,0.12591,0.05708
1403637137238318848,2.30789,-0.58345,-0.28706,-0.42641,0.20507,0.87776,0.07520,0.12551,-0.16174,0.17767,0.00000,-0.33510,0.03630,-0.02300,0.12592,0.05708
1403637137338319104,2.32664,-0.59176,-0.30087,-0.41288,0.20455,0.88456,0.07240,0.08253,-0.09808,-0.26634,0.04677,-0.19687,-0.00209,-0.02300,0.12592,0.05708
1403637137438318848,2.32570,-0.60349,-0.34941,-0.40912,0.20468,0.88642,0.07059,-0.11008,-0.05091,-0.62145,-0.00768,0.06702,0.06702,-0.02300,0.12592,0.05708
1403637137538319104,2.31503,-0.61423,-0.44193,-0.41544,0.20350,0.88390,0.06869,-0.13434,-0.21742,-1.14837,0.12985,0.18291,0.08866,-0.02300,0.12592,0.05708
1403637137638319104,2.32398,-0.61665,-0.58321,-0.42303,0.20093,0.88092,0.06824,0.19328,0.05053,-1.49294,0.04677,0.14661,0.00559,-0.02300,0.12592,0.05708
1403637137738318848,2.33895,-0.63916,-0.73547,-0.42791,0.19593,0.87970,0.06808,0.11549,-0.32413,-1.33488,0.06144,0.07819,-0.03421,-0.02300,0.12592,0.05708
1403637137838319104,2.34909,-0.67976,-0.85997,-0.42848,0.19063,0.88063,0.06758,0.15622,-0.42946,-1.07352,0.01745,-0.06004,-0.03072,-0.02299,0.12592,0.05708
