1403637133538319104,-0.00448,-0.00407,0.01563,-0.08889,0.79603,0.07174,0.59438,0.00027,-0.01301,0.02128,-0.07148,-0.22191,0.10003,-0.00253,0.01945,0.07730
1403637133638319104,-0.00518,-0.00723,0.02128,-0.08606,0.80118,0.06752,0.58835,-0.01344,-0.03728,0.06375,-0.09384,-0.10954,0.02881,-0.00250,0.01948,0.07731
1403637133738318848,-0.00770,-0.01210,0.03542,-0.08086,0.80279,0.06613,0.58704,-0.03737,-0.04419,0.19532,-0.08827,-0.00206,-0.00611,-0.00248,0.01952,0.07732
1403637133838319104,-0.01074,-0.01647,0.06355,-0.07467,0.80410,0.06107,0.58661,-0.01651,-0.03340,0.35442,-0.21047,-0.08169,0.05181,-0.00246,0.01956,0.07734
1403637133938318848,-0.01209,-0.01916,0.11032,-0.06924,0.80817,0.05389,0.58238,-0.01610,-0.01022,0.54797,-0.12531,-0.08034,0.04481,-0.00245,0.01960,0.07736
1403637134038319104,-0.01420,-0.02002,0.17201,-0.06292,0.80914,0.05050,0.58206,-0.02584,0.00081,0.63294,-0.10927,0.02573,-0.07598,-0.00243,0.01965,0.07738
1403637134138319104,-0.01661,-0.02015,0.23737,-0.05071,0.80816,0.05040,0.58460,-0.02449,0.00067,0.63223,-0.24751,0.07594,-0.17863,-0.00242,0.01970,0.07740
1403637134238318848,-0.01764,-0.01934,0.30132,-0.03699,0.80323,0.04924,0.59247,-0.02192,0.01962,0.59492,-0.17351,0.29301,-0.08790,-0.00242,0.01975,0.07743
1403637134338319104,-0.01895,-0.01750,0.35566,-0.03464,0.79342,0.04798,0.60579,-0.02226,0.01438,0.45100,-0.00457,0.36835,-0.00275,-0.00241,0.01981,0.07745
1403637134438318848,-0.01939,-0.01649,0.38891,-0.03494,0.78419,0.04328,0.61802,-0.01159,0.01188,0.17919,-0.04157,0.23566,0.17734,-0.00241,0.01986,0.07747
1403637134538319104,-0.01775,-0.01611,0.39025,-0.03937,0.78207,0.03563,0.62093,0.01502,-0.00475,-0.17369,-0.00178,-0.06739,0.11658,-0.00241,0.01991,0.07750
1403637134638319104,-0.01357,-0.01910,0.35806,-0.03632,0.78761,0.03519,0.61410,0.03465,-0.03729,-0.49933,-0.01435,-0.26221,-0.04401,-0.00241,0.01996,0.07752
1403637134738318848,-0.00988,-0.02297,0.29418,-0.03479,0.79809,0.03926,0.60025,0.03118,-0.03237,-0.74204,0.10922,-0.43744,-0.00142,-0.00241,0.01996,0.07752
1403637134838319104,-0.00738,-0.02586,0.21979,-0.03842,0.81312,0.04258,0.57926,-0.01637,-0.01921,-0.80103,0.06523,-0.56943,0.00067,-0.00240,0.02000,0.07752
1403637134938318848,-0.00901,-0.02793,0.14862,-0.04429,0.82683,0.04115,0.55920,-0.04409,-0.00450,-0.68773,0.07640,-0.35445,0.11028,-0.00240,0.02004,0.07751
1403637135038319104,-0.01263,-0.02974,0.09348,-0.05107,0.83236,0.03846,0.55053,-0.04892,-0.00334,-0.48741,0.07988,-0.11084,0.13335,-0.00239,0.02008,0.07749
1403637135138319104,-0.01571,-0.03314,0.05884,-0.05249,0.83516,0.03914,0.54609,-0.04953,-0.01541,-0.26183,0.01844,-0.13671,-0.02439,-0.00238,0.02012,0.07744
1403637135238318848,-0.01686,-0.03649,0.05060,-0.04917,0.84176,0.04259,0.53592,-0.02475,-0.02144,0.07559,-0.05418,-0.31129,-0.08368,-0.00237,0.02017,0.07740
1403637135338319104,-0.01424,-0.03902,0.08285,-0.04576,0.84644,0.04256,0.52880,0.01709,-0.01606,0.49627,-0.07374,0.05169,-0.01662,-0.00235,0.02022,0.07736
1403637135438318848,-0.00906,-0.04004,0.15133,-0.04035,0.83911,0.04286,0.54076,0.04037,-0.01403,0.76782,-0.11635,0.43840,-0.14785,-0.00233,0.02027,0.07734
1403637135538319104,-0.00380,-0.03989,0.23805,-0.03291,0.82546,0.04445,0.56175,0.04002,-0.00092,0.87445,-0.12825,0.46908,-0.13317,-0.00230,0.02031,0.07732
1403637135638319104,0.00017,-0.03873,0.32535,-0.02472,0.81287,0.04239,0.58037,0.03845,0.01204,0.84283,-0.18133,0.45021,-0.03891,-0.00228,0.02033,0.07730
1403637135738318848,0.00213,-0.03610,0.40143,-0.02526,0.80095,0.03684,0.59707,0.01039,0.02472,0.66187,-0.00960,0.35525,0.14401,-0.00227,0.02035,0.07730
1403637135838319104,0.00218,-0.03405,0.45184,-0.03079,0.79310,0.03146,0.60750,0.00628,0.00449,0.32244,0.02042,0.16673,0.11469,-0.00227,0.02037,0.07730
1403637135938318848,0.00368,-0.03366,0.46483,-0.03313,0.79145,0.02768,0.60970,0.02361,0.00470,-0.09086,0.03229,-0.05042,0.07978,-0.00227,0.02040,0.07730
1403637136038319104,0.00565,-0.03282,0.43689,-0.03399,0.79515,0.02930,0.60475,0.02499,0.02280,-0.48039,0.05394,-0.17540,0.00020,-0.00228,0.02042,0.07729
